product_id,product_name,aisle_id,department_id
90410,Zerb Gold Moisturizing Gel,29,7
90411,Lime Crime Plushies Soft Matte Lipstick - Butterscotch,13,1
90412,Parachute Advansed Olive & Almond Body Oil,85,4
90413,Liril Lemon & Tea Tree Soap Oil,135,7
90414,Lakme Absolute Argan Oil Serum Foundation SPF 45 - Cool Walnut,3,1
90415,Just Herbs Ayurvedic Soya Protein Dandruff Control Shampoo,57,8
90416,Coco Soul Conditioner Hair + Scalp With Virgin King Coconut Oil,52,8
90417,Astaberry Neem & Aloe Face Wash With Lamon & Basil Extracts (60ml),58,4
90418,"M.A.C Extra Dimension Skinfinish Powder - Oh, Darling!",40,13
90419,Too Faced Melted Matte Lipstick - Bend & Snap!,40,13
90420,Lime Crime Lip Blaze Cream Liquid Lipstick - Herb,13,1
90421,The Body Care Peach Cream,136,7
90422,Max Care Virgin Coconut Oil (Cold Pressed),16,8
90423,Sulwhasoo First Care Activating Serum,137,9
90424,Carolina Herrera Bad Boy Eau De Toilette,40,13
90425,Faces Canada Ultime Pro Matte Mini Lip Crayon with Free Sharpener - I Am Your's 08,138,1
90426,Murad Essential-C Cleanser,22,7
90427,MuscleBlaze BCAA 6000 Amino Acid Powder - Watermelon,109,3
90428,Nykaa Home Safe - Disinfectant Floor Cleaner - Floral,82,2
90429,Wet n Wild Rebel Rose MegaLast Liquid Catsuit High Shine Liquid Lipstick - Bud Romance,13,1
90430,Issey Miyake L'Eau Super Majeure D'Issey Eau De Toilette,117,11
90431,Trichup Healthy - Long & Strong Neem Heena & Aloe Vera Hair Shampoo,49,4
90432,Forest Essentials Soundarya Radiance Cream With 24K Gold SPF25,88,9
90433,Smashbox Always On Liquid Lipstick - Gula-Bae,13,1
90434,MESMARA Sesame Oil,40,13
90435,Lotus Herbals Safe Sun Block Cream SPF 30 PA++ (Indian Summer Formula),85,4
90436,Dr. Sheth's Basic Brightening Youth Glotion,22,7
90437,L'Occitane Amande Concentre De Lait Milk Concentrate With Almond Milk,40,13
90438,Daily Life Forever52 Air Foundation SPF 20 - AFD005,3,1
90439,Incolor Exposed Studio Skin Concealer - 5,35,1
90440,Closeup Nature Boost Anti Germ Mouthwash,139,4
90441,Chambor Eyebrow Pencil - Dark Brown #02,114,1
90442,theBalm Shadow And Blush - CabanaBoy,140,1
90443,Denver Black Code Soap for Men,135,7
90444,The Moms Co. Natural Vita Rich Face Serum (8 ml),134,7
90445,Astaberry Oxy + Bleach Creme,58,4
90446,Kay Beauty Metallic Lip Highlighter - Cover Girl,13,1
90447,Merlion Naturals Lime Peel Powder,141,4
90448,Godrej Protekt Germ Protection Hand Sanitizer,142,6
90449,Nykaa BlendMaster All-rounder Makeup Perfecting Sponge Beauty Blender - Green,143,1
90450,Inner Sense Organic Cotton Antimicrobial Laced Nursing Bra Pack of 2 - Multi-Color (34B),9,5
90451,Ponds Moisturising Cold Cream,11,6
90452,Nature's Essence Gold Bleach with Free Aloevera Gel Worth 10/-,107,4
90453,The Moms Co. Natural Vita Rich Face Cream (25 ml),116,4
90454,The Moms Co. Tear-Free Natural Baby Shampoo with Organic Argan and Moringa Oils,46,6
90455,Jaquline USA Matte Stick Velvet Matte Lipstick - Boss Girl,48,1
90456,Bobbi Brown Extra Illuminating Moisture Balm - Bare Glow,144,1
90457,Aroma Magic Neem & Tea Tree Face Wash Acne Control & Oil Balancing (Oily Skin),75,4
90458,NIVEA Oil-in-Lotion Tender Coconut & Tiare Oil Body Lotion,12,7
90459,Garnier Wrinkle Lift Anti-Ageing Cream,145,7
90460,Bombay Shaving Company Charcoal Face Pack,40,13
90461,Big Muscles Nutrition Quick Mass Malt Chocolate Powder,146,3
90462,Richfeel Luxury Gold Bleach Kit - 28g,107,4
90463,Durex Extended Pleasure,147,-1
90464,Rimmel London Lasting Finish 25 Hour Foundation - Natural Beige,3,1
90465,Zerb Fresh Lemon Face Scrub,26,7
90466,Vaseline Healthy Bright Sun + Pollution Protection Body Lotion SPF 30,148,7
90467,Masaba By Nykaa Lipstick - Touch Me Not,48,1
90468,Nykaa Get Cheeky! Blush Duo Palette - Cali Chick 02,25,1
90469,Gatsby Styling Hair Cream Hard Setting - Neat & Arrange,149,8
90470,O3+ Brightening & Whitening Face Wash,22,7
90471,Himalaya Herbals Dryness Defense Detangler And Conditioner (100ml),150,4
90472,Spawake Pimple Solution Refreshing Face Wash,151,7
90473,QUINOAPLEX R3 Rapid Hair Renewal Formula,49,4
90474,M.A.C Lustre Lipstick - Touch,40,13
90475,Gucci Guilty Eau De Toilette For Him,40,13
90476,Forest Essentials Hair Conditioner - Bhringraj & Shikakai (Travel Mini),49,4
90477,Makeup Revolution Luxury Baking Powder - Terracotta,55,1
90478,L'Oreal Paris Color Riche Moist Matte Lipstick - 248 Flatter Me Nude,48,1
90479,Incolor Exposed Better Skin Matte Foundation - 2,3,1
90480,Nykaa Naturals Citronella Essential Oil,95,4
90481,Kama Ayurveda Cold Pressed Organic Neem Oil,152,7
90482,Himalaya Anti-Hair Fall Shampoo With Bhringaraja,79,2
90483,Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow - Firework,13,1
90484,Neemli Naturals Glycolic Acid & Hydrolysed Collagen Pit Repair Concentrate,116,4
90485,Organic Harvest Hand Wash with Goodness of Alcohol and Tea Tree,153,6
90486,Olivia Oxygen Bleach,154,7
90487,Nykaa Sealed with a Kiss! Lipstick Palette - Girl Boss 01,30,1
90488,Miss Claire Shimmer Dust - 13,62,1
90489,Clinique Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30 - Medium,155,7
90490,Too Faced Better Than Sex Mascara Travel Size - Black,156,1
90491,The Moms Co. Natural Baby Lotion,76,6
90492,Davidoff Cool Water Woman Wave Eau De Toilette,24,11
90493,M.A.C Lipglass / Mini - Candy Box,119,1
90494,Himalaya Herbals Tan Removal Orange Face Wash,78,7
90495,Biotique Bio White Orchid Skin Whitening Body Lotion,40,13
90496,Faces Canada Ultime Pro Matte Mini Lip Crayon with Free Sharpener - Midnight Rose 02,113,1
90497,Spawake Whitening Fairness Gel Cream SPF15 PA++,29,7
90498,Burberry Brit For Her Eau De Parfum,40,13
90499,Lotus Herbals Tea Tree & Cinnamon Anti-acne Oil Control Face Wash,75,4
90500,Kama Ayurveda Sensitive Skin Cleansing Foam With Sandalwood & Aloe Vera,157,9
90501,Maybelline New York Color Sensational The Loaded Bolds Lipstick - 08 Sunny Coral,48,1
90502,Tresemme Botanique Nourish & Replenish Shampoo,46,6
90503,MuscleBlaze Whey Protein - Cookies & Cream,21,3
90504,Revolution Pro Supreme Lipstick - Haywire,48,1
90505,Aveda Wooden Paddle Brush,158,8
90506,Paco Rabanne Lady Million Prive Eau De Parfum,40,13
90507,Dhathri Dheedi Anti-Hair Fall For Controlling Hair Fall Naturally Herbal Shampoo,46,6
90508,PRADA L'Homme Intense Eau De Parfum,102,11
90509,Charlotte Tilbury Brow Lift - Super Model Brow,40,13
90510,SSCPL Herbals Keshkalap Advanced Sesame Hair Oil,40,13
90511,Nykaa Skin Potion Anti-Pollution Facial Oil,127,4
90512,Morph Maternity Women's Leak Proof Feeding Bra- Pack of 2 - Multi-Color (32B),9,5
90513,Wild Stone Hydra Energy Spray Eau De Parfum,40,13
90514,Herbal Me Dark Blonde Henna Hair Color - Dark Blonde,57,8
90515,Olivia Shiner Bleach,159,7
90516,Lotus Herbals Baby + Tender Touch Baby Body Lotion,160,2
90517,Nykaa Gold Rush Nail Lacquer - Flicker Gold 114,38,1
90518,Pahadi Local Gutti Ka Tel (Apricot Kernel Oil),68,7
90519,Skin Secrets Cucumber Facial Gel,58,4
90520,Aroma Treasures Tea Tree Face Wash,6,4
90521,Kenzo World Eau De Parfum,24,11
90522,Big Muscles Nutrition Signature Whey Protein Strawberry Banana Twirl Powder,146,3
90523,Kiehl's Men's Oil Eliminator 24 Hour Anti-Shine Moisturizer,157,9
90524,Ohria Ayurveda Saffron & Geranium Butter,161,4
90525,The Hair Kitchen Enrich Hair Oil with Jasmin Extracts,87,4
90526,Moha Herbal Face Wash,40,13
90527,Clinique Dramatically Different Hydrating Jelly Mini,88,9
90528,Himalaya Herbals Refreshing Cleansing Milk,79,2
90529,Bioderma Sebium H2O Micellaire Water,15,-1
90530,Faces Canada Epic Lip Balm - Vanilla 03,14,1
90531,Plix The Plant Fix Strength Vegan Post Workout Chocolate Flavour Protein Powder,126,-1
90532,Makeup Revolution Cheek Kit - Fresh Perspective,36,1
90533,Richfeel Hair Conditioner,23,6
90534,Charlotte Tilbury Charlotte's Magic Cream,29,7
90535,Charlotte Tilbury Lip Cheat - Hot Gossip,162,1
90536,Vaadi Herbals Pedicure - Manicure Spa Kit Soothing & Relaxing,61,7
90537,Zerb Almond Nourishing Cream,29,7
90538,MESMARA Citronella Essential Oil,127,4
90539,Big Muscles Xtreme Muscle Mass - Vanilla,126,-1
90540,Vaadi Herbals Lychee Lip Therapy,163,4
90541,Aroma Treasures Lavender Face Wash,107,4
90542,Vaadi Herbals Dandruff Defense Lemon Shampoo With Corn Rose Conditioner,75,4
90543,Inner Sense Organic Antimicrobial Soft Nursing Bra Combo of 2 - Black (32B),9,5
90544,Kiehl's Facial Fuel Energizing Moisture Treatment for Men SPF 19,88,9
90545,SUGAR Smudge Me Not Liquid Lipstick - 20 Cocoa Ammo,13,1
90546,Clean & Clear Morning Energy Berry Blast Face Wash,56,6
90547,Big Muscles Smart Gainer - Cookie & Cream,34,3
90548,Himalaya Herbals Nourishing Face Moisturizing Lotion,40,13
90549,Himalaya Men Daily Nourish Hair Cream,79,2
90550,Nykaa Metal Addict Makeup Bag - Pinktastic!,164,1
90551,Joy Pure Aloe Multi-Benefit Body Lotion,12,7
90552,Skin Secrets Papaya Facial Kit Free Gulab Neer 100ml,85,4
90553,NIVEA Soft Light Moisturizing Cream Tropical Fruit Fragrance,18,6
90554,Ponds Light Moisturiser Non-Oily Fresh Feel With Vitamin E + Glycerine,29,7
90555,VLCC Insta Glow Oxygen Bleach,90,4
90556,Matrix Biolage Colorlast Color Protecting Shampoo,46,6
90557,Maybelline New York Baby Lips Color Candy Rush Lip Balm - Cotton Candy,14,1
90558,VLCC Spf 30 Pa+++ Cocoa Butter Detan Glow Body Lotion (Buy 1 Get 1 Free),12,7
90559,Physicians Formula The Healthy Foundation SPF 20 - MW2 Medium Warm 2,3,1
90560,APS Cosmetofood Exfoliating Olive Scrub,95,4
90561,Jovees Fairness Lotion Water Resistant Sun Screen SPF 25,58,4
90562,Ralph Lauren Polo Red Intense Eau De Parfum,40,13
90563,Orly Breathable Treatment + Color Nail Lacquer - Stronger Than Ever - Red Shimmer,38,1
90564,BOLLYGLOW Concealer + Corrector Masala - Cocoa,35,1
90565,L.A. Girl Eye Lux Mesmerizing Eyeshadow - Tropicalize,140,1
90566,M.A.C Veluxe Pearl Eye Shadow (Pro Palette Refill Pan) - Coppering,32,1
